image,mask
data/bkai-igh-neopolyp/train/image/509b367b7048eb17aeed141edb07bf21.jpeg,data/bkai-igh-neopolyp/train/target/509b367b7048eb17aeed141edb07bf21.jpeg
data/bkai-igh-neopolyp/train/image/50c1bce23b1fdd80af3feff05dec1eb3.jpeg,data/bkai-igh-neopolyp/train/target/50c1bce23b1fdd80af3feff05dec1eb3.jpeg
data/bkai-igh-neopolyp/train/image/50e4e40d61c9248a714683983ebff13a.jpeg,data/bkai-igh-neopolyp/train/target/50e4e40d61c9248a714683983ebff13a.jpeg
data/bkai-igh-neopolyp/train/image/50ffd6984cbcc6d6bf62f215f0da4ad3.jpeg,data/bkai-igh-neopolyp/train/target/50ffd6984cbcc6d6bf62f215f0da4ad3.jpeg
data/bkai-igh-neopolyp/train/image/51c149b60f2965341caf528ca0adabea.jpeg,data/bkai-igh-neopolyp/train/target/51c149b60f2965341caf528ca0adabea.jpeg
data/bkai-igh-neopolyp/train/image/51eedf26ed414a42bec7a5fdbaf27600.jpeg,data/bkai-igh-neopolyp/train/target/51eedf26ed414a42bec7a5fdbaf27600.jpeg
data/bkai-igh-neopolyp/train/image/52a9fd5decebad6c688b8ec74baddc22.jpeg,data/bkai-igh-neopolyp/train/target/52a9fd5decebad6c688b8ec74baddc22.jpeg
data/bkai-igh-neopolyp/train/image/53248704ccdc265a0b0a1230b118fa86.jpeg,data/bkai-igh-neopolyp/train/target/53248704ccdc265a0b0a1230b118fa86.jpeg
data/bkai-igh-neopolyp/train/image/532897255ce2dd4ae1b0f124dbc13ca0.jpeg,data/bkai-igh-neopolyp/train/target/532897255ce2dd4ae1b0f124dbc13ca0.jpeg
data/bkai-igh-neopolyp/train/image/5341caf528ca0adabead1ae730831caf.jpeg,data/bkai-igh-neopolyp/train/target/5341caf528ca0adabead1ae730831caf.jpeg
data/bkai-igh-neopolyp/train/image/535797395305af926a6f23c5d6d5f35f.jpeg,data/bkai-igh-neopolyp/train/target/535797395305af926a6f23c5d6d5f35f.jpeg
data/bkai-igh-neopolyp/train/image/536ad3f6a5664c1711b62f15ec83b97b.jpeg,data/bkai-igh-neopolyp/train/target/536ad3f6a5664c1711b62f15ec83b97b.jpeg
data/bkai-igh-neopolyp/train/image/538485beb48f0be11d0309d1dff09b84.jpeg,data/bkai-igh-neopolyp/train/target/538485beb48f0be11d0309d1dff09b84.jpeg
data/bkai-igh-neopolyp/train/image/53851bc866ebe4d18d5401f659532897.jpeg,data/bkai-igh-neopolyp/train/target/53851bc866ebe4d18d5401f659532897.jpeg
data/bkai-igh-neopolyp/train/image/5401f659532897255ce2dd4ae1b0f124.jpeg,data/bkai-igh-neopolyp/train/target/5401f659532897255ce2dd4ae1b0f124.jpeg
data/bkai-igh-neopolyp/train/image/540e24f489284b8e6953ad88e16d4ca6.jpeg,data/bkai-igh-neopolyp/train/target/540e24f489284b8e6953ad88e16d4ca6.jpeg
data/bkai-igh-neopolyp/train/image/5433a925101416ae101f07b34db8907f.jpeg,data/bkai-igh-neopolyp/train/target/5433a925101416ae101f07b34db8907f.jpeg
data/bkai-igh-neopolyp/train/image/543f0dc6b7268821d173263d7be7e12d.jpeg,data/bkai-igh-neopolyp/train/target/543f0dc6b7268821d173263d7be7e12d.jpeg
data/bkai-igh-neopolyp/train/image/54b594bb3e598b6a79fb9fd78a02d24a.jpeg,data/bkai-igh-neopolyp/train/target/54b594bb3e598b6a79fb9fd78a02d24a.jpeg
data/bkai-igh-neopolyp/train/image/54bf951276e3f404b79b6669075945dc.jpeg,data/bkai-igh-neopolyp/train/target/54bf951276e3f404b79b6669075945dc.jpeg
data/bkai-igh-neopolyp/train/image/550534bca540e24f489284b8e6953ad8.jpeg,data/bkai-igh-neopolyp/train/target/550534bca540e24f489284b8e6953ad8.jpeg
data/bkai-igh-neopolyp/train/image/55ce2dd4ae1b0f124dbc13ca0eaf0443.jpeg,data/bkai-igh-neopolyp/train/target/55ce2dd4ae1b0f124dbc13ca0eaf0443.jpeg
data/bkai-igh-neopolyp/train/image/56025866e15c4d0e0a4ceed0afc48dbd.jpeg,data/bkai-igh-neopolyp/train/target/56025866e15c4d0e0a4ceed0afc48dbd.jpeg
data/bkai-igh-neopolyp/train/image/5605da2023387fd56c04414eaa922bca.jpeg,data/bkai-igh-neopolyp/train/target/5605da2023387fd56c04414eaa922bca.jpeg
data/bkai-igh-neopolyp/train/image/5646d81526eb91e2da9e6afaef7fdb2d.jpeg,data/bkai-igh-neopolyp/train/target/5646d81526eb91e2da9e6afaef7fdb2d.jpeg
data/bkai-igh-neopolyp/train/image/565c5d4340aa5f7804c34a359bbb4023.jpeg,data/bkai-igh-neopolyp/train/target/565c5d4340aa5f7804c34a359bbb4023.jpeg
data/bkai-igh-neopolyp/train/image/56ea7bc4ba26c86b345408cc3736e216.jpeg,data/bkai-igh-neopolyp/train/target/56ea7bc4ba26c86b345408cc3736e216.jpeg
data/bkai-igh-neopolyp/train/image/56f174ae992b915a51625559c7e610b1.jpeg,data/bkai-igh-neopolyp/train/target/56f174ae992b915a51625559c7e610b1.jpeg
data/bkai-igh-neopolyp/train/image/57249fe9959a80703003d2cbbcfa4baf.jpeg,data/bkai-igh-neopolyp/train/target/57249fe9959a80703003d2cbbcfa4baf.jpeg
data/bkai-igh-neopolyp/train/image/57bb6a052600f1f93e952886d1697f8a.jpeg,data/bkai-igh-neopolyp/train/target/57bb6a052600f1f93e952886d1697f8a.jpeg
data/bkai-igh-neopolyp/train/image/580670d78b9d054d694539ef2424a921.jpeg,data/bkai-igh-neopolyp/train/target/580670d78b9d054d694539ef2424a921.jpeg
data/bkai-igh-neopolyp/train/image/588bec07c38c5d07e6080779715c88d8.jpeg,data/bkai-igh-neopolyp/train/target/588bec07c38c5d07e6080779715c88d8.jpeg
data/bkai-igh-neopolyp/train/image/58bdb26679bff55177a34fc01019eec9.jpeg,data/bkai-igh-neopolyp/train/target/58bdb26679bff55177a34fc01019eec9.jpeg
data/bkai-igh-neopolyp/train/image/5959c03983064a3eb4d49033c03b0af7.jpeg,data/bkai-igh-neopolyp/train/target/5959c03983064a3eb4d49033c03b0af7.jpeg
data/bkai-igh-neopolyp/train/image/59989805234e222e19769fa2d37d3278.jpeg,data/bkai-igh-neopolyp/train/target/59989805234e222e19769fa2d37d3278.jpeg
data/bkai-igh-neopolyp/train/image/59ba2bbb610fe8c30d660e70f44c2b89.jpeg,data/bkai-igh-neopolyp/train/target/59ba2bbb610fe8c30d660e70f44c2b89.jpeg
data/bkai-igh-neopolyp/train/image/59bbb402345d341253851bc866ebe4d1.jpeg,data/bkai-igh-neopolyp/train/target/59bbb402345d341253851bc866ebe4d1.jpeg
data/bkai-igh-neopolyp/train/image/59ddf92e76900d229db65646d81526eb.jpeg,data/bkai-igh-neopolyp/train/target/59ddf92e76900d229db65646d81526eb.jpeg
data/bkai-igh-neopolyp/train/image/5a0b0a1230b118fa8625605da2023387.jpeg,data/bkai-igh-neopolyp/train/target/5a0b0a1230b118fa8625605da2023387.jpeg
data/bkai-igh-neopolyp/train/image/5a1d7a36ccf1225024da63fb9a76b926.jpeg,data/bkai-igh-neopolyp/train/target/5a1d7a36ccf1225024da63fb9a76b926.jpeg
data/bkai-igh-neopolyp/train/image/5a64a8bd16f2523acfd87d330a5a97b8.jpeg,data/bkai-igh-neopolyp/train/target/5a64a8bd16f2523acfd87d330a5a97b8.jpeg
data/bkai-igh-neopolyp/train/image/5a793c4a1e4062d81e095fdc7f720eff.jpeg,data/bkai-igh-neopolyp/train/target/5a793c4a1e4062d81e095fdc7f720eff.jpeg
data/bkai-igh-neopolyp/train/image/5a9a8a8d7fcc9df8e5ad89d2844837f2.jpeg,data/bkai-igh-neopolyp/train/target/5a9a8a8d7fcc9df8e5ad89d2844837f2.jpeg
data/bkai-igh-neopolyp/train/image/5af63a987f428c953248704ccdc265a0.jpeg,data/bkai-igh-neopolyp/train/target/5af63a987f428c953248704ccdc265a0.jpeg
data/bkai-igh-neopolyp/train/image/5b1393e2ef89424de1556a26c8eba4c1.jpeg,data/bkai-igh-neopolyp/train/target/5b1393e2ef89424de1556a26c8eba4c1.jpeg
data/bkai-igh-neopolyp/train/image/5b4c10e2b0e33fa12bfcd6da15fc6567.jpeg,data/bkai-igh-neopolyp/train/target/5b4c10e2b0e33fa12bfcd6da15fc6567.jpeg
data/bkai-igh-neopolyp/train/image/5c3dbc695325ded465efde988dfb96d0.jpeg,data/bkai-igh-neopolyp/train/target/5c3dbc695325ded465efde988dfb96d0.jpeg
data/bkai-igh-neopolyp/train/image/5c942b2f94722af7f63cd771e7606cb0.jpeg,data/bkai-igh-neopolyp/train/target/5c942b2f94722af7f63cd771e7606cb0.jpeg
data/bkai-igh-neopolyp/train/image/5ca159410b9fdbdd46f680afdd43725a.jpeg,data/bkai-igh-neopolyp/train/target/5ca159410b9fdbdd46f680afdd43725a.jpeg
data/bkai-igh-neopolyp/train/image/5cc8a788edaeb6aa460a22abd004c33a.jpeg,data/bkai-igh-neopolyp/train/target/5cc8a788edaeb6aa460a22abd004c33a.jpeg
data/bkai-igh-neopolyp/train/image/5d1580670d78b9d054d694539ef2424a.jpeg,data/bkai-igh-neopolyp/train/target/5d1580670d78b9d054d694539ef2424a.jpeg
data/bkai-igh-neopolyp/train/image/5d341253851bc866ebe4d18d5401f659.jpeg,data/bkai-igh-neopolyp/train/target/5d341253851bc866ebe4d18d5401f659.jpeg
data/bkai-igh-neopolyp/train/image/5d52941e2705bf4d2ccdc92fcae40458.jpeg,data/bkai-igh-neopolyp/train/target/5d52941e2705bf4d2ccdc92fcae40458.jpeg
data/bkai-igh-neopolyp/train/image/5da2023387fd56c04414eaa922bca73d.jpeg,data/bkai-igh-neopolyp/train/target/5da2023387fd56c04414eaa922bca73d.jpeg
data/bkai-igh-neopolyp/train/image/5dbf9c4ebafbd9871ca68e0d4bcbe0f5.jpeg,data/bkai-igh-neopolyp/train/target/5dbf9c4ebafbd9871ca68e0d4bcbe0f5.jpeg
data/bkai-igh-neopolyp/train/image/5dd8c9431f046f281796061a924f2cc0.jpeg,data/bkai-igh-neopolyp/train/target/5dd8c9431f046f281796061a924f2cc0.jpeg
data/bkai-igh-neopolyp/train/image/5decebad6c688b8ec74baddc22268d4b.jpeg,data/bkai-igh-neopolyp/train/target/5decebad6c688b8ec74baddc22268d4b.jpeg
data/bkai-igh-neopolyp/train/image/5ded465efde988dfb96d081533487534.jpeg,data/bkai-igh-neopolyp/train/target/5ded465efde988dfb96d081533487534.jpeg
data/bkai-igh-neopolyp/train/image/5e04f4999a2e79fbc24ef8cde99f0444.jpeg,data/bkai-igh-neopolyp/train/target/5e04f4999a2e79fbc24ef8cde99f0444.jpeg
data/bkai-igh-neopolyp/train/image/5e1069646f2f0bb8dc11d4f50e412144.jpeg,data/bkai-igh-neopolyp/train/target/5e1069646f2f0bb8dc11d4f50e412144.jpeg
data/bkai-igh-neopolyp/train/image/5f66adf95b204727fdcfa030228a69b9.jpeg,data/bkai-igh-neopolyp/train/target/5f66adf95b204727fdcfa030228a69b9.jpeg
data/bkai-igh-neopolyp/train/image/5fa095f978455cef3593cef221b7a23b.jpeg,data/bkai-igh-neopolyp/train/target/5fa095f978455cef3593cef221b7a23b.jpeg
data/bkai-igh-neopolyp/train/image/5fdc7f720eff82f514f401ea0bd55b13.jpeg,data/bkai-igh-neopolyp/train/target/5fdc7f720eff82f514f401ea0bd55b13.jpeg
data/bkai-igh-neopolyp/train/image/6000fdd3a3c17a94fd7da881fe472708.jpeg,data/bkai-igh-neopolyp/train/target/6000fdd3a3c17a94fd7da881fe472708.jpeg
data/bkai-igh-neopolyp/train/image/602b296cc5cfd263f1f90be287992350.jpeg,data/bkai-igh-neopolyp/train/target/602b296cc5cfd263f1f90be287992350.jpeg
data/bkai-igh-neopolyp/train/image/606cb09d1fc6869d7b4193425b976973.jpeg,data/bkai-igh-neopolyp/train/target/606cb09d1fc6869d7b4193425b976973.jpeg
data/bkai-igh-neopolyp/train/image/608b4ce97629ab559b28f39a546f6eeb.jpeg,data/bkai-igh-neopolyp/train/target/608b4ce97629ab559b28f39a546f6eeb.jpeg
data/bkai-igh-neopolyp/train/image/60a22abd004c33abf3ae2136cd9dd77a.jpeg,data/bkai-igh-neopolyp/train/target/60a22abd004c33abf3ae2136cd9dd77a.jpeg
data/bkai-igh-neopolyp/train/image/60b1a38a1eecd70ebce6347c491b37c8.jpeg,data/bkai-igh-neopolyp/train/target/60b1a38a1eecd70ebce6347c491b37c8.jpeg
data/bkai-igh-neopolyp/train/image/60f2965341caf528ca0adabead1ae730.jpeg,data/bkai-igh-neopolyp/train/target/60f2965341caf528ca0adabead1ae730.jpeg
data/bkai-igh-neopolyp/train/image/61a01e80947f9c02314fc58bdb26679b.jpeg,data/bkai-igh-neopolyp/train/target/61a01e80947f9c02314fc58bdb26679b.jpeg
data/bkai-igh-neopolyp/train/image/6239c86a73f97dd5277dd17ba487d487.jpeg,data/bkai-igh-neopolyp/train/target/6239c86a73f97dd5277dd17ba487d487.jpeg
data/bkai-igh-neopolyp/train/image/629ab559b28f39a546f6eeb0a13b346f.jpeg,data/bkai-igh-neopolyp/train/target/629ab559b28f39a546f6eeb0a13b346f.jpeg
data/bkai-igh-neopolyp/train/image/63a987f428c953248704ccdc265a0b0a.jpeg,data/bkai-igh-neopolyp/train/target/63a987f428c953248704ccdc265a0b0a.jpeg
data/bkai-igh-neopolyp/train/image/646d81526eb91e2da9e6afaef7fdb2d4.jpeg,data/bkai-igh-neopolyp/train/target/646d81526eb91e2da9e6afaef7fdb2d4.jpeg
data/bkai-igh-neopolyp/train/image/646f2f0bb8dc11d4f50e412144f0496b.jpeg,data/bkai-igh-neopolyp/train/target/646f2f0bb8dc11d4f50e412144f0496b.jpeg
data/bkai-igh-neopolyp/train/image/64a3eb4d49033c03b0af70cc0f6d32b7.jpeg,data/bkai-igh-neopolyp/train/target/64a3eb4d49033c03b0af70cc0f6d32b7.jpeg
data/bkai-igh-neopolyp/train/image/64c1d4f50a5f3601ad4f13ccf1f4b331.jpeg,data/bkai-igh-neopolyp/train/target/64c1d4f50a5f3601ad4f13ccf1f4b331.jpeg
data/bkai-igh-neopolyp/train/image/64cdc70626ab4ec3d46e602b296cc5cf.jpeg,data/bkai-igh-neopolyp/train/target/64cdc70626ab4ec3d46e602b296cc5cf.jpeg
data/bkai-igh-neopolyp/train/image/65341caf528ca0adabead1ae730831ca.jpeg,data/bkai-igh-neopolyp/train/target/65341caf528ca0adabead1ae730831ca.jpeg
data/bkai-igh-neopolyp/train/image/65586918cd5eb80e67c9c8d5ce0c9495.jpeg,data/bkai-igh-neopolyp/train/target/65586918cd5eb80e67c9c8d5ce0c9495.jpeg
data/bkai-igh-neopolyp/train/image/65ddfd1518a2710d568df17586ad8f32.jpeg,data/bkai-igh-neopolyp/train/target/65ddfd1518a2710d568df17586ad8f32.jpeg
data/bkai-igh-neopolyp/train/image/66943c17f87cf12b41e5e9e5040781d5.jpeg,data/bkai-igh-neopolyp/train/target/66943c17f87cf12b41e5e9e5040781d5.jpeg
data/bkai-igh-neopolyp/train/image/66999467c2a48847ae8395e56a6d9ba9.jpeg,data/bkai-igh-neopolyp/train/target/66999467c2a48847ae8395e56a6d9ba9.jpeg
data/bkai-igh-neopolyp/train/image/66e15c4d0e0a4ceed0afc48dbdf68c4e.jpeg,data/bkai-igh-neopolyp/train/target/66e15c4d0e0a4ceed0afc48dbdf68c4e.jpeg
data/bkai-igh-neopolyp/train/image/670d78b9d054d694539ef2424a921869.jpeg,data/bkai-igh-neopolyp/train/target/670d78b9d054d694539ef2424a921869.jpeg
data/bkai-igh-neopolyp/train/image/683543f0dc6b7268821d173263d7be7e.jpeg,data/bkai-igh-neopolyp/train/target/683543f0dc6b7268821d173263d7be7e.jpeg
data/bkai-igh-neopolyp/train/image/68c030b9afea6923881bf04350ffd698.jpeg,data/bkai-igh-neopolyp/train/target/68c030b9afea6923881bf04350ffd698.jpeg
data/bkai-igh-neopolyp/train/image/68cb49a3c530b99ec16e8b659fdc988a.jpeg,data/bkai-igh-neopolyp/train/target/68cb49a3c530b99ec16e8b659fdc988a.jpeg
data/bkai-igh-neopolyp/train/image/68f9d4c331587f9b9d49e2f4ee179798.jpeg,data/bkai-igh-neopolyp/train/target/68f9d4c331587f9b9d49e2f4ee179798.jpeg
data/bkai-igh-neopolyp/train/image/6900d229db65646d81526eb91e2da9e6.jpeg,data/bkai-igh-neopolyp/train/target/6900d229db65646d81526eb91e2da9e6.jpeg
data/bkai-igh-neopolyp/train/image/69075945dc8ec8f02000f9b6c911c4aa.jpeg,data/bkai-igh-neopolyp/train/target/69075945dc8ec8f02000f9b6c911c4aa.jpeg
data/bkai-igh-neopolyp/train/image/6923881bf04350ffd6984cbcc6d6bf62.jpeg,data/bkai-igh-neopolyp/train/target/6923881bf04350ffd6984cbcc6d6bf62.jpeg
data/bkai-igh-neopolyp/train/image/694c7a8607b26231002ec4a1fe748f30.jpeg,data/bkai-igh-neopolyp/train/target/694c7a8607b26231002ec4a1fe748f30.jpeg
data/bkai-igh-neopolyp/train/image/695325ded465efde988dfb96d0815334.jpeg,data/bkai-igh-neopolyp/train/target/695325ded465efde988dfb96d0815334.jpeg
data/bkai-igh-neopolyp/train/image/6953ad88e16d4ca6160127cd1d5ff99c.jpeg,data/bkai-igh-neopolyp/train/target/6953ad88e16d4ca6160127cd1d5ff99c.jpeg
data/bkai-igh-neopolyp/train/image/697283baa3657e4314fe384eb2ba3adf.jpeg,data/bkai-igh-neopolyp/train/target/697283baa3657e4314fe384eb2ba3adf.jpeg
data/bkai-igh-neopolyp/train/image/697f8af9b550c1bce23b1fdd80af3fef.jpeg,data/bkai-igh-neopolyp/train/target/697f8af9b550c1bce23b1fdd80af3fef.jpeg
data/bkai-igh-neopolyp/train/image/6999467c2a48847ae8395e56a6d9ba9d.jpeg,data/bkai-igh-neopolyp/train/target/6999467c2a48847ae8395e56a6d9ba9d.jpeg
data/bkai-igh-neopolyp/train/image/69ac66e565c5d4340aa5f7804c34a359.jpeg,data/bkai-igh-neopolyp/train/target/69ac66e565c5d4340aa5f7804c34a359.jpeg
data/bkai-igh-neopolyp/train/image/6aa73b7f23de79be0dba1f3cf29dff28.jpeg,data/bkai-igh-neopolyp/train/target/6aa73b7f23de79be0dba1f3cf29dff28.jpeg
data/bkai-igh-neopolyp/train/image/6b2da43f71d4dc3ddad260bfcb4443de.jpeg,data/bkai-igh-neopolyp/train/target/6b2da43f71d4dc3ddad260bfcb4443de.jpeg
data/bkai-igh-neopolyp/train/image/6b92633408da4bcab47c3fb256f174ae.jpeg,data/bkai-igh-neopolyp/train/target/6b92633408da4bcab47c3fb256f174ae.jpeg
data/bkai-igh-neopolyp/train/image/6c04414eaa922bca73d5379c7c851a50.jpeg,data/bkai-igh-neopolyp/train/target/6c04414eaa922bca73d5379c7c851a50.jpeg
data/bkai-igh-neopolyp/train/image/6c08a1d1ad8f2c5f72724e00d827b8bc.jpeg,data/bkai-igh-neopolyp/train/target/6c08a1d1ad8f2c5f72724e00d827b8bc.jpeg
data/bkai-igh-neopolyp/train/image/6c487ffa651b4774229fe1bce59ddf92.jpeg,data/bkai-igh-neopolyp/train/target/6c487ffa651b4774229fe1bce59ddf92.jpeg
data/bkai-igh-neopolyp/train/image/6c688b8ec74baddc22268d4b4ef4d95c.jpeg,data/bkai-igh-neopolyp/train/target/6c688b8ec74baddc22268d4b4ef4d95c.jpeg
data/bkai-igh-neopolyp/train/image/6c6f4f219688c7e39b3608a3d372b89e.jpeg,data/bkai-igh-neopolyp/train/target/6c6f4f219688c7e39b3608a3d372b89e.jpeg
data/bkai-igh-neopolyp/train/image/6d06046f5d8dd18841d318d1f625619d.jpeg,data/bkai-igh-neopolyp/train/target/6d06046f5d8dd18841d318d1f625619d.jpeg
data/bkai-igh-neopolyp/train/image/6db034099130d98309817287a8aef566.jpeg,data/bkai-igh-neopolyp/train/target/6db034099130d98309817287a8aef566.jpeg
data/bkai-igh-neopolyp/train/image/6dc55c83a46ce2be9800e6c6f4f21968.jpeg,data/bkai-igh-neopolyp/train/target/6dc55c83a46ce2be9800e6c6f4f21968.jpeg
data/bkai-igh-neopolyp/train/image/6dde14f129dc9bac4af05b1c40a6615f.jpeg,data/bkai-igh-neopolyp/train/target/6dde14f129dc9bac4af05b1c40a6615f.jpeg
data/bkai-igh-neopolyp/train/image/6df5630c2f4fc276ed9f178dc2f4af62.jpeg,data/bkai-igh-neopolyp/train/target/6df5630c2f4fc276ed9f178dc2f4af62.jpeg
data/bkai-igh-neopolyp/train/image/6e9bd5f0d1fd8bbf118acd7936140a2d.jpeg,data/bkai-igh-neopolyp/train/target/6e9bd5f0d1fd8bbf118acd7936140a2d.jpeg
data/bkai-igh-neopolyp/train/image/6eb91e2da9e6afaef7fdb2d45b21960c.jpeg,data/bkai-igh-neopolyp/train/target/6eb91e2da9e6afaef7fdb2d45b21960c.jpeg
data/bkai-igh-neopolyp/train/image/6ef3065837ced5c7e06678d2a72ddff0.jpeg,data/bkai-igh-neopolyp/train/target/6ef3065837ced5c7e06678d2a72ddff0.jpeg
data/bkai-igh-neopolyp/train/image/6f5d8dd18841d318d1f625619d9ae2a9.jpeg,data/bkai-igh-neopolyp/train/target/6f5d8dd18841d318d1f625619d9ae2a9.jpeg
data/bkai-igh-neopolyp/train/image/6fb2b87fbbcfdfb3ea1dd1faa864b404.jpeg,data/bkai-igh-neopolyp/train/target/6fb2b87fbbcfdfb3ea1dd1faa864b404.jpeg
data/bkai-igh-neopolyp/train/image/7021bab9fc7330398846f67b5df7cdf3.jpeg,data/bkai-igh-neopolyp/train/target/7021bab9fc7330398846f67b5df7cdf3.jpeg
data/bkai-igh-neopolyp/train/image/707a4fdcc58c9c990b4e2a6e51d077ba.jpeg,data/bkai-igh-neopolyp/train/target/707a4fdcc58c9c990b4e2a6e51d077ba.jpeg
data/bkai-igh-neopolyp/train/image/70866fd3c396490cf7bdbdb19b7afea1.jpeg,data/bkai-igh-neopolyp/train/target/70866fd3c396490cf7bdbdb19b7afea1.jpeg
data/bkai-igh-neopolyp/train/image/70f3701ae6bcec5dd8e74f182086c88b.jpeg,data/bkai-igh-neopolyp/train/target/70f3701ae6bcec5dd8e74f182086c88b.jpeg
data/bkai-igh-neopolyp/train/image/713a8763b8318ecf467d7ad048df39be.jpeg,data/bkai-igh-neopolyp/train/target/713a8763b8318ecf467d7ad048df39be.jpeg
data/bkai-igh-neopolyp/train/image/71d4dc3ddad260bfcb4443de3ef69f6d.jpeg,data/bkai-igh-neopolyp/train/target/71d4dc3ddad260bfcb4443de3ef69f6d.jpeg
data/bkai-igh-neopolyp/train/image/7285e26c90e1797c77826f9a7021bab9.jpeg,data/bkai-igh-neopolyp/train/target/7285e26c90e1797c77826f9a7021bab9.jpeg
data/bkai-igh-neopolyp/train/image/7285f1a5c73ef2620b4a15c4be73749a.jpeg,data/bkai-igh-neopolyp/train/target/7285f1a5c73ef2620b4a15c4be73749a.jpeg
data/bkai-igh-neopolyp/train/image/72eae567c94ea04c603f909df7cd066b.jpeg,data/bkai-igh-neopolyp/train/target/72eae567c94ea04c603f909df7cd066b.jpeg
data/bkai-igh-neopolyp/train/image/72f65ddfd1518a2710d568df17586ad8.jpeg,data/bkai-igh-neopolyp/train/target/72f65ddfd1518a2710d568df17586ad8.jpeg
data/bkai-igh-neopolyp/train/image/730831caf386f6e366943c17f87cf12b.jpeg,data/bkai-igh-neopolyp/train/target/730831caf386f6e366943c17f87cf12b.jpeg
data/bkai-igh-neopolyp/train/image/7395305af926a6f23c5d6d5f35f66adf.jpeg,data/bkai-igh-neopolyp/train/target/7395305af926a6f23c5d6d5f35f66adf.jpeg
data/bkai-igh-neopolyp/train/image/74868eb60861ee1ff0b8a4f6b85d841f.jpeg,data/bkai-igh-neopolyp/train/target/74868eb60861ee1ff0b8a4f6b85d841f.jpeg
data/bkai-igh-neopolyp/train/image/749a0d21db70dd094a7f32574d6c748c.jpeg,data/bkai-igh-neopolyp/train/target/749a0d21db70dd094a7f32574d6c748c.jpeg
data/bkai-igh-neopolyp/train/image/74d32ab35c9c40e48620fad66c39a6d3.jpeg,data/bkai-igh-neopolyp/train/target/74d32ab35c9c40e48620fad66c39a6d3.jpeg
data/bkai-igh-neopolyp/train/image/74d6c748c41743c6c08a1d1ad8f2c5f7.jpeg,data/bkai-igh-neopolyp/train/target/74d6c748c41743c6c08a1d1ad8f2c5f7.jpeg
data/bkai-igh-neopolyp/train/image/752a9fd5decebad6c688b8ec74baddc2.jpeg,data/bkai-igh-neopolyp/train/target/752a9fd5decebad6c688b8ec74baddc2.jpeg
data/bkai-igh-neopolyp/train/image/754f28ca745212295dd542315b4c10e2.jpeg,data/bkai-igh-neopolyp/train/target/754f28ca745212295dd542315b4c10e2.jpeg
data/bkai-igh-neopolyp/train/image/75945dc8ec8f02000f9b6c911c4aa179.jpeg,data/bkai-igh-neopolyp/train/target/75945dc8ec8f02000f9b6c911c4aa179.jpeg
data/bkai-igh-neopolyp/train/image/75a793c4a1e4062d81e095fdc7f720ef.jpeg,data/bkai-igh-neopolyp/train/target/75a793c4a1e4062d81e095fdc7f720ef.jpeg
data/bkai-igh-neopolyp/train/image/76135d76d0bbd4ce2a1405f7d507592b.jpeg,data/bkai-igh-neopolyp/train/target/76135d76d0bbd4ce2a1405f7d507592b.jpeg
data/bkai-igh-neopolyp/train/image/7629ab559b28f39a546f6eeb0a13b346.jpeg,data/bkai-igh-neopolyp/train/target/7629ab559b28f39a546f6eeb0a13b346.jpeg
data/bkai-igh-neopolyp/train/image/763bdfb928d788e4237a32841b23099d.jpeg,data/bkai-igh-neopolyp/train/target/763bdfb928d788e4237a32841b23099d.jpeg
data/bkai-igh-neopolyp/train/image/76900d229db65646d81526eb91e2da9e.jpeg,data/bkai-igh-neopolyp/train/target/76900d229db65646d81526eb91e2da9e.jpeg
data/bkai-igh-neopolyp/train/image/769fa2d37d32780fd497e1c0e9082ea2.jpeg,data/bkai-igh-neopolyp/train/target/769fa2d37d32780fd497e1c0e9082ea2.jpeg
data/bkai-igh-neopolyp/train/image/76b92633408da4bcab47c3fb256f174a.jpeg,data/bkai-igh-neopolyp/train/target/76b92633408da4bcab47c3fb256f174a.jpeg
data/bkai-igh-neopolyp/train/image/76b9a1db782ca0a994927d8d739c25f1.jpeg,data/bkai-igh-neopolyp/train/target/76b9a1db782ca0a994927d8d739c25f1.jpeg
data/bkai-igh-neopolyp/train/image/76d0bbd4ce2a1405f7d507592b964b79.jpeg,data/bkai-igh-neopolyp/train/target/76d0bbd4ce2a1405f7d507592b964b79.jpeg
data/bkai-igh-neopolyp/train/image/76ed9f178dc2f4af626650908b1cb932.jpeg,data/bkai-igh-neopolyp/train/target/76ed9f178dc2f4af626650908b1cb932.jpeg
data/bkai-igh-neopolyp/train/image/7712a48e11d579d903c7d178f6ea0ad8.jpeg,data/bkai-igh-neopolyp/train/target/7712a48e11d579d903c7d178f6ea0ad8.jpeg
data/bkai-igh-neopolyp/train/image/771e7606cb09d1fc6869d7b4193425b9.jpeg,data/bkai-igh-neopolyp/train/target/771e7606cb09d1fc6869d7b4193425b9.jpeg
data/bkai-igh-neopolyp/train/image/774229fe1bce59ddf92e76900d229db6.jpeg,data/bkai-igh-neopolyp/train/target/774229fe1bce59ddf92e76900d229db6.jpeg
data/bkai-igh-neopolyp/train/image/77826f9a7021bab9fc7330398846f67b.jpeg,data/bkai-igh-neopolyp/train/target/77826f9a7021bab9fc7330398846f67b.jpeg
data/bkai-igh-neopolyp/train/image/77dd17ba487d4878a9bf8a6f4d4987ea.jpeg,data/bkai-igh-neopolyp/train/target/77dd17ba487d4878a9bf8a6f4d4987ea.jpeg
